Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Fire Arm Used Flag,Location,Age_Range
KC24083949,11/08/2024,17:54,11/08/2024,17:54,,,Murder,09A,Murder,232,E 75TH ST and PASEO,KANSAS CITY,64131,PJ5621,MPD,false,SUS,U,U,,true,POINT (-94.56649 38.9912),
KC24083949,11/08/2024,17:54,11/08/2024,17:54,,,Murder,09A,Murder,232,E 75TH ST and PASEO,KANSAS CITY,64131,PJ5621,MPD,false,VIC DEC,B,M,66,true,POINT (-94.56649 38.9912),65-74
KC24083924,11/08/2024,15:11,11/08/2024,15:11,,,Robbery (Armed Street),120,Robbery,241,7000  PROSPECT AVE,KANSAS CITY,64132,PJ5341,MPD,false,SUS,B,M,21,true,POINT (-94.55684 38.99969),18-24
KC24083924,11/08/2024,15:11,11/08/2024,15:11,,,Robbery (Armed Street),120,Robbery,241,7000  PROSPECT AVE,KANSAS CITY,64132,PJ5341,MPD,false,CMP VIC,W,F,22,true,POINT (-94.55684 38.99969),18-24
KC24083910,11/08/2024,14:26,11/08/2024,14:26,,,City Weapons Offense,520,Weapon Law Violations,333,2900  E 40TH ST,KANSAS CITY,64130,PJ3192,EPD,false,ARR CHA SUS,B,M,20,true,POINT (-94.55004 39.0535),18-24
KC24083946,11/08/2024,15:47,11/08/2024,15:47,,,Rape,11A,Forcible Rape,242,2800  E 77TH ST,KANSAS CITY,64132,PJ5764,MPD,false,SUS,W,M,50,true,POINT (-94.55519 38.98705),45-54
KC24083946,11/08/2024,15:47,11/08/2024,15:47,,,Rape,11A,Forcible Rape,242,2800  E 77TH ST,KANSAS CITY,64132,PJ5764,MPD,false,CMP VIC,W,F,28,true,POINT (-94.55519 38.98705),25-34
KC24083757,11/07/2024,22:45,11/07/2024,22:45,11/07/2024,23:20,Robbery (Strong Armed Street),120,Robbery,131,3900  WADDELL AVE,KANSAS CITY,64111,PJ3084,CPD,false,SUS,B,M,,true,POINT (-94.59577 39.0568),
KC24083757,11/07/2024,22:45,11/07/2024,22:45,11/07/2024,23:20,Robbery (Strong Armed Street),120,Robbery,131,3900  WADDELL AVE,KANSAS CITY,64111,PJ3084,CPD,false,VIC,W,M,25,true,POINT (-94.59577 39.0568),25-34
KC24083680,11/07/2024,14:02,11/07/2024,14:02,,,Dead Body,520,Weapon Law Violations,642,11500  N CHERRY DR,KANSAS CITY,64155,PC0056,SCP,false,SUS,W,M,53,true,POINT (-94.57382 39.30187),45-54
KC24083533,11/07/2024,05:05,11/07/2024,05:05,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,313,2600  E 8TH ST,KANSAS CITY,64124,PJ0864,EPD,false,VIC,W,M,48,true,POINT (-94.55103 39.10347),45-54
KC24083533,11/07/2024,05:05,11/07/2024,05:05,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,313,2600  E 8TH ST,KANSAS CITY,64124,PJ0864,EPD,false,SUS,U,M,,true,POINT (-94.55103 39.10347),
KC24083509,11/06/2024,21:21,11/06/2024,21:21,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,543,11200  BRISTOL TER,KANSAS CITY,64134,PJ7107,SPD,false,VIC SUS,B,M,41,true,POINT (-94.50455 38.92076),35-44
KC24083509,11/06/2024,21:21,11/06/2024,21:21,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,543,11200  BRISTOL TER,KANSAS CITY,64134,PJ7107,SPD,false,VIC SUS,B,F,45,true,POINT (-94.50455 38.92076),45-54
KC24083483,11/06/2024,19:42,11/06/2024,19:42,,,Assault (Aggravated),13A,Aggravated Assault,311,ANDERSON AVE and BELLEFONTAINE AVE,KANSAS CITY,64123,PJ0372,EPD,false,SUS,B,M,,true,POINT (-94.5467 39.11156),
KC24083483,11/06/2024,19:42,11/06/2024,19:42,,,Assault (Aggravated),13A,Aggravated Assault,311,ANDERSON AVE and BELLEFONTAINE AVE,KANSAS CITY,64123,PJ0372,EPD,false,VIC WIT,B,M,29,true,POINT (-94.5467 39.11156),25-34
KC24083483,11/06/2024,19:42,11/06/2024,19:42,,,Assault (Aggravated),13A,Aggravated Assault,311,ANDERSON AVE and BELLEFONTAINE AVE,KANSAS CITY,64123,PJ0372,EPD,false,VIC,B,M,31,true,POINT (-94.5467 39.11156),25-34
KC24083483,11/06/2024,19:42,11/06/2024,19:42,,,Assault (Aggravated),13A,Aggravated Assault,311,ANDERSON AVE and BELLEFONTAINE AVE,KANSAS CITY,64123,PJ0372,EPD,false,VIC WIT,W,M,25,true,POINT (-94.5467 39.11156),25-34
KC24083473,11/06/2024,19:23,11/06/2024,19:23,,,Robbery (Armed Street),120,Robbery,322,5300  WINNER RD,KANSAS CITY,64127,PJ1091,EPD,false,VIC,,M,20,true,POINT (-94.52009 39.09886),18-24
KC24083473,11/06/2024,19:23,11/06/2024,19:23,,,Robbery (Armed Street),120,Robbery,322,5300  WINNER RD,KANSAS CITY,64127,PJ1091,EPD,false,SUS,B,M,30,true,POINT (-94.52009 39.09886),25-34
KC24083475,11/06/2024,19:00,11/06/2024,19:00,,,Assault (Aggravated),13A,Aggravated Assault,234,00  W POCAHONTAS LN,KANSAS CITY,64114,PJ6096,MPD,false,VIC SUS SOC,W,M,38,true,,35-44
KC24083475,11/06/2024,19:00,11/06/2024,19:00,,,Assault (Aggravated),13A,Aggravated Assault,234,00  W POCAHONTAS LN,KANSAS CITY,64114,PJ6096,MPD,false,VIC SUS SOC,W,F,29,true,,25-34
KC24083433,11/06/2024,15:12,11/06/2024,15:12,,,Juvenile Apprehension,520,Weapon Law Violations,121,500  WOODLAND AVE,KANSAS CITY,64106,PJ0534,CPD,false,SUS,B,M,18,true,POINT (-94.56011 39.10861),18-24
KC24083433,11/06/2024,15:12,11/06/2024,15:12,,,Juvenile Apprehension,520,Weapon Law Violations,121,500  WOODLAND AVE,KANSAS CITY,64106,PJ0534,CPD,false,ARR CHA SUS,B,M,,true,POINT (-94.56011 39.10861),
KC24083313,11/06/2024,08:41,11/06/2024,08:41,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,222,E 55TH ST and PROSPECT AVE,KANSAS CITY,64130,PJ4367,MPD,false,ARR CHA SUS,B,M,38,true,POINT (-94.55519 39.02654),35-44
KC24083272,11/06/2024,03:11,11/06/2024,03:11,,,City Weapons Offense,520,Weapon Law Violations,311,4400  WINDSOR AVE,KANSAS CITY,64123,PJ0268,EPD,false,ARR SUS CHA,B,M,33,true,POINT (-94.5301 39.11388),25-34
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,F,36,true,POINT (-94.56545 39.0304),35-44
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,F,,true,POINT (-94.56545 39.0304),
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,F,62,true,POINT (-94.56545 39.0304),55-64
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,M,59,true,POINT (-94.56545 39.0304),55-64
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,M,60,true,POINT (-94.56545 39.0304),55-64
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,SUS,U,U,,true,POINT (-94.56545 39.0304),
KC24083270,11/06/2024,02:56,11/06/2024,02:56,,,Assault (Aggravated),13A,Aggravated Assault,222,5300  HIGHLAND AVE,KANSAS CITY,64110,PJ4281,MPD,false,VIC,B,M,37,true,POINT (-94.56545 39.0304),35-44
KC24083261,11/06/2024,00:48,11/06/2024,00:48,,,Robbery (Business),120,Robbery,314,4200  INDEPENDENCE AVE,KANSAS CITY,64124,PJ0605,EPD,false,SUS,B,M,,true,POINT (-94.53279 39.10603),
KC24083261,11/06/2024,00:48,11/06/2024,00:48,,,Robbery (Business),120,Robbery,314,4200  INDEPENDENCE AVE,KANSAS CITY,64124,PJ0605,EPD,false,VIC,B,F,18,true,POINT (-94.53279 39.10603),18-24
KC24083261,11/06/2024,00:48,11/06/2024,00:48,,,Robbery (Business),120,Robbery,314,4200  INDEPENDENCE AVE,KANSAS CITY,64124,PJ0605,EPD,false,VIC,,,,true,POINT (-94.53279 39.10603),
KC24083261,11/06/2024,00:48,11/06/2024,00:48,,,Robbery (Business),120,Robbery,314,4200  INDEPENDENCE AVE,KANSAS CITY,64124,PJ0605,EPD,false,VIC,W,F,27,true,POINT (-94.53279 39.10603),25-34
KC24083234,11/05/2024,20:58,11/05/2024,20:58,,,Assault (Aggravated),13A,Aggravated Assault,341,5700  E 12TH ST,KANSAS CITY,64126,PJ1314,EPD,false,VIC,W,F,39,true,POINT (-94.51554 39.09763),35-44
KC24083234,11/05/2024,20:58,11/05/2024,20:58,,,Assault (Aggravated),13A,Aggravated Assault,341,5700  E 12TH ST,KANSAS CITY,64126,PJ1314,EPD,false,VIC,W,M,41,true,POINT (-94.51554 39.09763),35-44
KC24083201,11/05/2024,17:30,11/05/2024,17:30,,,Assault (Aggravated),13A,Aggravated Assault,345,E I 70 HWY E and PITTMAN RD,KANSAS CITY,64133,PJ3504,EPD,false,VIC,B,M,29,true,,25-34
KC24083201,11/05/2024,17:30,11/05/2024,17:30,,,Assault (Aggravated),13A,Aggravated Assault,345,E I 70 HWY E and PITTMAN RD,KANSAS CITY,64133,PJ3504,EPD,false,SUS,W,F,43,true,,35-44
KC24083163,11/05/2024,21:00,11/04/2024,21:00,11/05/2024,14:24,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,5500  E 23RD ST,KANSAS CITY,,PJ1900,EPD,true,VIC,W,F,37,true,POINT (-94.51855 39.08324),35-44
KC24083163,11/05/2024,21:00,11/04/2024,21:00,11/05/2024,14:24,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,5500  E 23RD ST,KANSAS CITY,,PJ1900,EPD,true,VIC,W,F,62,true,POINT (-94.51855 39.08324),55-64
KC24083163,11/05/2024,21:00,11/04/2024,21:00,11/05/2024,14:24,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,5500  E 23RD ST,KANSAS CITY,,PJ1900,EPD,true,ARR CHA SUS,W,M,39,true,POINT (-94.51855 39.08324),35-44
KC24083163,11/05/2024,21:00,11/04/2024,21:00,11/05/2024,14:24,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,5500  E 23RD ST,KANSAS CITY,,PJ1900,EPD,true,VIC,W,M,64,true,POINT (-94.51855 39.08324),55-64
KC24083021,11/05/2024,04:33,11/05/2024,04:33,,,Assault (Aggravated),13A,Aggravated Assault,315,5900  INDEPENDENCE AVE,KANSAS CITY,64125,PJ0874,EPD,false,VIC,W,M,30,true,POINT (-94.51138 39.10494),25-34
KC24083019,11/05/2024,02:25,11/05/2024,02:25,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,545,HIGHGROVE RD and RAYTOWN RD,KANSAS CITY,64149,PJ7395,SPD,false,SUS VDR,W,M,,true,POINT (-94.47584 38.88462),
KC24083019,11/05/2024,02:25,11/05/2024,02:25,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,545,HIGHGROVE RD and RAYTOWN RD,KANSAS CITY,64149,PJ7395,SPD,false,SUS VPA,W,F,,true,POINT (-94.47584 38.88462),
KC24083019,11/05/2024,02:25,11/05/2024,02:25,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,545,HIGHGROVE RD and RAYTOWN RD,KANSAS CITY,64149,PJ7395,SPD,false,VIC OOA,U,M,31,true,POINT (-94.47584 38.88462),25-34
KC24083019,11/05/2024,02:25,11/05/2024,02:25,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,545,HIGHGROVE RD and RAYTOWN RD,KANSAS CITY,64149,PJ7395,SPD,false,VIC POD,U,M,,true,POINT (-94.47584 38.88462),
KC24083019,11/05/2024,02:25,11/05/2024,02:25,,,Assault (Aggravated) on Department Member/Outside Law Enforcement Officer,13A,Aggravated Assault,545,HIGHGROVE RD and RAYTOWN RD,KANSAS CITY,64149,PJ7395,SPD,false,VIC OOA,U,M,25,true,POINT (-94.47584 38.88462),25-34
KC24083011,11/05/2024,01:22,11/05/2024,01:22,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,VIC,W,M,37,true,POINT (-94.54077 39.09847),35-44
KC24083011,11/05/2024,01:22,11/05/2024,01:22,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,VIC,W,F,,true,POINT (-94.54077 39.09847),
KC24083011,11/05/2024,01:22,11/05/2024,01:22,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,SUS,B,M,,true,POINT (-94.54077 39.09847),
KC24083011,11/05/2024,01:22,11/05/2024,01:22,,,Assault (Aggravated),13A,Aggravated Assault,321,3500  E 12TH ST,KANSAS CITY,64127,PJ1190,EPD,false,VIC,W,F,,true,POINT (-94.54077 39.09847),
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,W,M,37,true,POINT (-94.45668 39.0466),35-44
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,B,F,38,true,POINT (-94.45668 39.0466),35-44
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,W,M,52,true,POINT (-94.45668 39.0466),45-54
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,B,F,20,true,POINT (-94.45668 39.0466),18-24
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,W,F,,true,POINT (-94.45668 39.0466),
KC24083003,11/04/2024,23:36,11/04/2024,23:36,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,W,F,34,true,POINT (-94.45668 39.0466),25-34
KC24083006,11/04/2024,22:20,11/04/2024,22:20,,,Assault (Aggravated),13A,Aggravated Assault,211,2900  E 52ND ST,KANSAS CITY,64130,PJ4216,MPD,false,VIC,W,F,49,true,POINT (-94.55119 39.03181),45-54
KC24083006,11/04/2024,22:20,11/04/2024,22:20,,,Assault (Aggravated),13A,Aggravated Assault,211,2900  E 52ND ST,KANSAS CITY,64130,PJ4216,MPD,false,VIC,W,M,49,true,POINT (-94.55119 39.03181),45-54
KC24082981,11/04/2024,20:34,11/04/2024,20:34,,,Robbery (Armed Street),120,Robbery,535,11500  TROOST AVE,KANSAS CITY,64131,PJ7200,SPD,false,VIC,U,F,46,true,POINT (-94.57926 38.91831),45-54
KC24082981,11/04/2024,20:34,11/04/2024,20:34,,,Robbery (Armed Street),120,Robbery,535,11500  TROOST AVE,KANSAS CITY,64131,PJ7200,SPD,false,SUS,B,M,,true,POINT (-94.57926 38.91831),
KC24082949,11/04/2024,16:48,11/04/2024,16:48,,,Assault (Aggravated),13A,Aggravated Assault,112,E 11TH ST and GRAND BLVD,KANSAS CITY,64106,PJ0946,CPD,false,VIC,B,M,34,true,POINT (-94.58084 39.10104),25-34
KC24082949,11/04/2024,16:48,11/04/2024,16:48,,,Assault (Aggravated),13A,Aggravated Assault,112,E 11TH ST and GRAND BLVD,KANSAS CITY,64106,PJ0946,CPD,false,SUS,U,M,,true,POINT (-94.58084 39.10104),
KC24082825,11/04/2024,09:53,11/04/2024,09:53,,,Assault (Aggravated),13A,Aggravated Assault,545,11100  HERRICK AVE,KANSAS CITY,64134,PJ7088,SPD,false,CMP VIC,B,F,36,true,POINT (-94.49608 38.92258),35-44
KC24082825,11/04/2024,09:53,11/04/2024,09:53,,,Assault (Aggravated),13A,Aggravated Assault,545,11100  HERRICK AVE,KANSAS CITY,64134,PJ7088,SPD,false,SUS,B,M,39,true,POINT (-94.49608 38.92258),35-44
KC24082791,11/04/2024,07:45,11/04/2024,07:45,11/04/2024,07:55,Assault (Non-Aggravated),13A,Aggravated Assault,234,9300  BALES DR,KANSAS CITY,64132,PJ6445,MPD,false,SUS,B,M,26,true,POINT (-94.54729 38.95697),25-34
KC24082791,11/04/2024,07:45,11/04/2024,07:45,11/04/2024,07:55,Assault (Non-Aggravated),13A,Aggravated Assault,234,9300  BALES DR,KANSAS CITY,64132,PJ6445,MPD,false,CMP VIC,B,M,32,true,POINT (-94.54729 38.95697),25-34
KC24082734,11/03/2024,23:20,11/03/2024,23:20,,,Robbery (Armed Street),120,Robbery,343,E 29TH TER and VAN BRUNT BLVD,KANSAS CITY,64128,PJ2430,EPD,false,VIC,B,F,30,true,POINT (-94.52048 39.07175),25-34
KC24082734,11/03/2024,23:20,11/03/2024,23:20,,,Robbery (Armed Street),120,Robbery,343,E 29TH TER and VAN BRUNT BLVD,KANSAS CITY,64128,PJ2430,EPD,false,VIC,W,M,27,true,POINT (-94.52048 39.07175),25-34
KC24082700,11/03/2024,19:20,11/03/2024,19:20,,,Robbery (Armed Street),120,Robbery,345,5700  NORFLEET RD,KANSAS CITY,64133,PJ4610,EPD,false,CMP VIC,W,M,31,true,POINT (-94.43189 39.0181),25-34
KC24082700,11/03/2024,19:20,11/03/2024,19:20,,,Robbery (Armed Street),120,Robbery,345,5700  NORFLEET RD,KANSAS CITY,64133,PJ4610,EPD,false,SUS,B,M,,true,POINT (-94.43189 39.0181),
KC24082692,11/03/2024,18:29,11/03/2024,18:29,,,Robbery (Strong Armed Street),120,Robbery,642,8700  N KANSAS PL,KANSAS CITY,64156,PC0262,SCP,false,SUS,B,M,,true,POINT (-94.54449 39.25156),
KC24082692,11/03/2024,18:29,11/03/2024,18:29,,,Robbery (Strong Armed Street),120,Robbery,642,8700  N KANSAS PL,KANSAS CITY,64156,PC0262,SCP,false,VIC,,,,true,POINT (-94.54449 39.25156),
KC24082692,11/03/2024,18:29,11/03/2024,18:29,,,Robbery (Strong Armed Street),120,Robbery,642,8700  N KANSAS PL,KANSAS CITY,64156,PC0262,SCP,false,CMP VIC,B,M,22,true,POINT (-94.54449 39.25156),18-24
KC24082681,11/03/2024,17:04,11/03/2024,17:04,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,121,500  WABASH AVE,KANSAS CITY,64124,PJ0540,CPD,true,VIC,B,F,33,true,POINT (-94.55255 39.1081),25-34
KC24082681,11/03/2024,17:04,11/03/2024,17:04,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,121,500  WABASH AVE,KANSAS CITY,64124,PJ0540,CPD,true,SUS,B,M,35,true,POINT (-94.55255 39.1081),35-44
KC24082664,11/03/2024,04:45,11/03/2024,04:45,11/03/2024,15:09,Assault (Aggravated),13A,Aggravated Assault,542,W 470 HWY and N RAYTOWN RD,KANSAS CITY,,,SPD,false,VIC,B,M,18,true,,18-24
KC24082664,11/03/2024,04:45,11/03/2024,04:45,11/03/2024,15:09,Assault (Aggravated),13A,Aggravated Assault,542,W 470 HWY and N RAYTOWN RD,KANSAS CITY,,,SPD,false,SUS,U,M,,true,,
KC24082657,11/03/2024,23:30,11/02/2024,23:30,11/03/2024,15:35,Assault (Aggravated),13A,Aggravated Assault,113,CHARLOTTE ST and E TRUMAN RD,KANSAS CITY,64108,PJ1363,CPD,false,SUS,B,M,,true,POINT (-94.57417 39.09553),
KC24082657,11/03/2024,23:30,11/02/2024,23:30,11/03/2024,15:35,Assault (Aggravated),13A,Aggravated Assault,113,CHARLOTTE ST and E TRUMAN RD,KANSAS CITY,64108,PJ1363,CPD,false,CMP VIC,W,M,59,true,POINT (-94.57417 39.09553),55-64
KC24082653,11/03/2024,14:37,11/03/2024,14:37,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,242,7300  MONTGALL AVE,KANSAS CITY,64132,PJ5571,MPD,false,SUS OTH,B,F,33,true,POINT (-94.55618 38.99437),25-34
KC24082653,11/03/2024,14:37,11/03/2024,14:37,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,242,7300  MONTGALL AVE,KANSAS CITY,64132,PJ5571,MPD,false,VIC,B,M,46,true,POINT (-94.55618 38.99437),45-54
KC24082630,11/03/2024,12:27,11/03/2024,12:27,,,Assault (Aggravated),13A,Aggravated Assault,332,3300  E LINWOOD BLVD,KANSAS CITY,64128,PJ2664,EPD,false,VIC,B,M,42,true,POINT (-94.54478 39.06777),35-44
KC24082630,11/03/2024,12:27,11/03/2024,12:27,,,Assault (Aggravated),13A,Aggravated Assault,332,3300  E LINWOOD BLVD,KANSAS CITY,64128,PJ2664,EPD,false,ARR CHA SUS,B,M,58,true,POINT (-94.54478 39.06777),55-64
KC24082637,11/03/2024,22:00,11/02/2024,22:00,11/03/2024,10:00,Assault (Aggravated),13A,Aggravated Assault,643,8800  NE 106TH ST,KANSAS CITY,64157,PC0168,SCP,false,VIC,W,M,66,true,POINT (-94.47183 39.28432),65-74
KC24082637,11/03/2024,22:00,11/02/2024,22:00,11/03/2024,10:00,Assault (Aggravated),13A,Aggravated Assault,643,8800  NE 106TH ST,KANSAS CITY,64157,PC0168,SCP,false,VIC,W,F,28,true,POINT (-94.47183 39.28432),25-34
KC24082548,11/03/2024,03:31,11/03/2024,03:31,,,Obstructing and Resisting an Officer,90Z,All Other Offenses,133,500  WESTPORT RD,KANSAS CITY,64111,PJ3303,CPD,false,ARR CHA SUS,W,M,26,true,POINT (-94.59158 39.05279),25-34
KC24082546,11/03/2024,02:15,11/03/2024,02:15,,,Assault (Aggravated),13A,Aggravated Assault,543,7000  E 111TH ST,KANSAS CITY,64134,,SPD,false,CMP VIC,B,M,,true,POINT (-94.50637 38.92344),
KC24082369,11/02/2024,10:50,11/02/2024,10:50,,,Assault (Aggravated),13A,Aggravated Assault,343,5200  E 40TH ST,KANSAS CITY,64130,PJ3286,EPD,false,VIC,B,F,24,true,POINT (-94.52335 39.05291),18-24
KC24082369,11/02/2024,10:50,11/02/2024,10:50,,,Assault (Aggravated),13A,Aggravated Assault,343,5200  E 40TH ST,KANSAS CITY,64130,PJ3286,EPD,false,VIC,B,F,46,true,POINT (-94.52335 39.05291),45-54
KC24082369,11/02/2024,10:50,11/02/2024,10:50,,,Assault (Aggravated),13A,Aggravated Assault,343,5200  E 40TH ST,KANSAS CITY,64130,PJ3286,EPD,false,VIC,B,M,61,true,POINT (-94.52335 39.05291),55-64
KC24082369,11/02/2024,10:50,11/02/2024,10:50,,,Assault (Aggravated),13A,Aggravated Assault,343,5200  E 40TH ST,KANSAS CITY,64130,PJ3286,EPD,false,VIC,B,M,58,true,POINT (-94.52335 39.05291),55-64
KC24082272,11/01/2024,21:00,11/01/2024,21:00,,,Assault (Aggravated),13A,Aggravated Assault,314,CYPRESS AVE and INDEPENDENCE AVE,KANSAS CITY,64124,PJ0728,EPD,false,SUS,B,M,,true,POINT (-94.52955 39.10558),
KC24082272,11/01/2024,21:00,11/01/2024,21:00,,,Assault (Aggravated),13A,Aggravated Assault,314,CYPRESS AVE and INDEPENDENCE AVE,KANSAS CITY,64124,PJ0728,EPD,false,VIC,W,M,55,true,POINT (-94.52955 39.10558),55-64
KC24082343,11/01/2024,16:42,11/01/2024,16:42,11/01/2024,16:43,Assault (Aggravated),13A,Aggravated Assault,213,7400  E 57TH ST,KANSAS CITY,64129,PJ4555,MPD,false,VIC,B,M,45,true,POINT (-94.49948 39.02114),45-54
KC24082017,11/01/2024,01:40,11/01/2024,01:40,11/01/2024,01:45,Robbery (Armed Street),120,Robbery,131,3500  JEFFERSON ST,KANSAS CITY,64111,PJ2781,CPD,false,VIC,,,,true,POINT (-94.59377 39.06456),
KC24082017,11/01/2024,01:40,11/01/2024,01:40,11/01/2024,01:45,Robbery (Armed Street),120,Robbery,131,3500  JEFFERSON ST,KANSAS CITY,64111,PJ2781,CPD,false,SUS,B,M,,true,POINT (-94.59377 39.06456),
KC24082017,11/01/2024,01:40,11/01/2024,01:40,11/01/2024,01:45,Robbery (Armed Street),120,Robbery,131,3500  JEFFERSON ST,KANSAS CITY,64111,PJ2781,CPD,false,VIC,W,M,22,true,POINT (-94.59377 39.06456),18-24
KC24082016,11/01/2024,01:25,11/01/2024,01:25,,,Robbery (Residential),120,Robbery,332,3300  PROSPECT AVE,KANSAS CITY,64128,PJ2731,EPD,false,SUS,B,M,30,true,POINT (-94.55303 39.06612),25-34
KC24082016,11/01/2024,01:25,11/01/2024,01:25,,,Robbery (Residential),120,Robbery,332,3300  PROSPECT AVE,KANSAS CITY,64128,PJ2731,EPD,false,VIC,W,F,53,true,POINT (-94.55303 39.06612),45-54
KC24082016,11/01/2024,01:25,11/01/2024,01:25,,,Robbery (Residential),120,Robbery,332,3300  PROSPECT AVE,KANSAS CITY,64128,PJ2731,EPD,false,VIC,B,M,61,true,POINT (-94.55303 39.06612),55-64
KC24082012,11/01/2024,01:00,11/01/2024,01:00,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,133,200  W 43RD ST,KANSAS CITY,64111,PJ3382,CPD,true,VIC,B,F,34,true,POINT (-94.58844 39.04941),25-34
KC24082012,11/01/2024,01:00,11/01/2024,01:00,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,133,200  W 43RD ST,KANSAS CITY,64111,PJ3382,CPD,true,SUS,B,M,34,true,POINT (-94.58844 39.04941),25-34
KC24082006,10/31/2024,23:57,10/31/2024,23:57,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,343,2700  ELMWOOD AVE,KANSAS CITY,64128,PJ2285,EPD,false,ARR SUS CHA,B,M,37,true,POINT (-94.52945 39.07624),35-44
KC24081996,10/31/2024,23:13,10/31/2024,23:13,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,VIC,B,M,31,true,POINT (-94.45668 39.0466),25-34
KC24081996,10/31/2024,23:13,10/31/2024,23:13,,,Assault (Aggravated),13A,Aggravated Assault,345,10600  E 42ND ST,KANSAS CITY,64133,PJ3584,EPD,false,SUS,B,M,22,true,POINT (-94.45668 39.0466),18-24
KC24081964,10/31/2024,19:11,10/31/2024,19:11,,,Assault (Aggravated),13A,Aggravated Assault,413,5400  NW WAUKOMIS DR,KANSAS CITY,64151,PP0692,NPD,false,VIC,B,M,31,true,POINT (-94.60713 39.19375),25-34
